date_time	probe_1	probe_2	probe_3	probe_4	date_time2
10/07/2021 17:05	-0.0185	-0.043	0.2776	0.3357	10/07/21 05:05:00 PM
10/07/2021 19:05	-0.021	-0.0471	0.2773	0.3348	10/07/21 07:05:00 PM
10/07/2021 21:05	-0.0222	-0.0478	0.277	0.3339	10/07/21 09:05:00 PM
10/07/2021 23:05	-0.0228	-0.0485	0.277	0.333	10/07/21 11:05:00 PM
10/08/2021 1:05	-0.024	-0.0499	0.2766	0.3326	10/08/21 01:05:00 AM
10/08/2021 3:05	-0.024	-0.0499	0.2763	0.3321	10/08/21 03:05:00 AM
10/08/2021 5:05	-0.0265	-0.0521	0.2759	0.3317	10/08/21 05:05:00 AM
10/08/2021 7:05	-0.024	-0.0485	0.3638	0.392	10/08/21 07:05:00 AM
10/08/2021 9:05	-0.0097	-0.0259	0.3531	0.3787	10/08/21 09:05:00 AM
10/08/2021 11:05	-0.012	-0.0316	0.3432	0.3699	10/08/21 11:05:00 AM
10/08/2021 13:05	-0.0047	-0.0259	0.3339	0.3683	10/08/21 01:05:00 PM
10/08/2021 15:05	-0.0115	-0.0303	0.3249	0.3531	10/08/21 03:05:00 PM
10/08/2021 17:05	-0.0185	-0.0382	0.3195	0.3441	10/08/21 05:05:00 PM
10/08/2021 19:05	-0.0203	-0.0409	0.3187	0.3432	10/08/21 07:05:00 PM
10/08/2021 21:05	-0.021	-0.0416	0.3183	0.3422	10/08/21 09:05:00 PM
10/08/2021 23:05	-0.0222	-0.043	0.3178	0.3418	10/08/21 11:05:00 PM
10/09/2021 1:05	-0.0222	-0.043	0.3175	0.3418	10/09/21 01:05:00 AM
10/09/2021 3:05	-0.0228	-0.045	0.3171	0.3412	10/09/21 03:05:00 AM
10/09/2021 5:05	-0.024	-0.045	0.3168	0.3408	10/09/21 05:05:00 AM
10/09/2021 7:05	-0.0173	-0.0402	0.316	0.3403	10/09/21 07:05:00 AM
10/09/2021 9:05	-0.0097	-0.0278	0.3098	0.3393	10/09/21 09:05:00 AM
10/09/2021 11:05	-0.0103	-0.0323	0.3019	0.3371	10/09/21 11:05:00 AM
10/09/2021 13:05	-0.0036	-0.0278	0.2914	0.3367	10/09/21 01:05:00 PM
10/09/2021 15:05	-0.0097	-0.0323	0.2827	0.3317	10/09/21 03:05:00 PM
10/09/2021 17:05	-0.0173	-0.0389	0.2783	0.3299	10/09/21 05:05:00 PM
10/09/2021 19:05	-0.0203	-0.043	0.278	0.329	10/09/21 07:05:00 PM
10/09/2021 21:05	-0.0203	-0.043	0.2776	0.3286	10/09/21 09:05:00 PM
10/09/2021 23:05	-0.0203	-0.043	0.2773	0.3282	10/09/21 11:05:00 PM
10/10/2021 1:05	-0.0191	-0.0416	0.277	0.3277	10/10/21 01:05:00 AM
10/10/2021 3:05	-0.0203	-0.043	0.2763	0.3269	10/10/21 03:05:00 AM
10/10/2021 5:05	-0.021	-0.0436	0.2763	0.3261	10/10/21 05:05:00 AM
10/10/2021 7:05	-0.0185	-0.0416	0.2749	0.3256	10/10/21 07:05:00 AM
10/10/2021 9:05	-0.0097	-0.0278	0.2657	0.3219	10/10/21 09:05:00 AM
10/10/2021 11:05	-0.0097	-0.0329	0.2538	0.3175	10/10/21 11:05:00 AM
10/10/2021 13:05	-0.0025	-0.0278	0.2387	0.3128	10/10/21 01:05:00 PM
10/10/2021 15:05	-0.0086	-0.0323	0.2269	0.3092	10/10/21 03:05:00 PM
10/10/2021 17:05	-0.0167	-0.0402	0.2208	0.3072	10/10/21 05:05:00 PM
10/10/2021 19:05	-0.0203	-0.0436	0.2203	0.3069	10/10/21 07:05:00 PM
10/10/2021 21:05	-0.021	-0.0457	0.2198	0.3066	10/10/21 09:05:00 PM
10/10/2021 23:05	-0.0222	-0.0457	0.2195	0.3058	10/10/21 11:05:00 PM
10/11/2021 1:05	-0.0228	-0.0457	0.219	0.3054	10/11/21 01:05:00 AM
10/11/2021 3:05	-0.0228	-0.0478	0.2185	0.3048	10/11/21 03:05:00 AM
10/11/2021 5:05	-0.0228	-0.0471	0.2182	0.3043	10/11/21 05:05:00 AM
10/11/2021 7:05	-0.0185	-0.043	0.3447	0.384	10/11/21 07:05:00 AM
10/11/2021 9:05	-0.0103	-0.0329	0.3343	0.3758	10/11/21 09:05:00 AM
10/11/2021 11:05	-0.0103	-0.0342	0.3252	0.3677	10/11/21 11:05:00 AM
10/11/2021 13:05	-0.0115	-0.0342	0.3156	0.3537	10/11/21 01:05:00 PM
10/11/2021 15:05	-0.0156	-0.0402	0.3087	0.3432	10/11/21 03:05:00 PM
10/11/2021 17:05	-0.0185	-0.0436	0.3054	0.3408	10/11/21 05:05:00 PM
10/11/2021 19:05	-0.0191	-0.045	0.3048	0.3399	10/11/21 07:05:00 PM
10/11/2021 21:05	-0.0203	-0.0457	0.304	0.3393	10/11/21 09:05:00 PM
10/11/2021 23:05	-0.0222	-0.0471	0.3037	0.3389	10/11/21 11:05:00 PM
10/12/2021 1:05	-0.0228	-0.0485	0.3033	0.3384	10/12/21 01:05:00 AM
10/12/2021 3:05	-0.024	-0.0485	0.3033	0.338	10/12/21 03:05:00 AM
10/12/2021 5:05	-0.0259	-0.0506	0.3029	0.3376	10/12/21 05:05:00 AM
10/12/2021 7:05	-0.024	-0.0485	0.3026	0.3376	10/12/21 07:05:00 AM
10/12/2021 9:05	-0.0167	-0.0409	0.3008	0.3367	10/12/21 09:05:00 AM
10/12/2021 11:05	-0.0132	-0.0329	0.2959	0.3348	10/12/21 11:05:00 AM
10/12/2021 13:05	-0.0115	-0.0316	0.2901	0.3321	10/12/21 01:05:00 PM
10/12/2021 15:05	-0.0132	-0.0329	0.2844	0.3295	10/12/21 03:05:00 PM
10/12/2021 17:05	-0.0185	-0.0389	0.2821	0.3277	10/12/21 05:05:00 PM
10/12/2021 19:05	-0.0228	-0.043	0.2817	0.3269	10/12/21 07:05:00 PM
10/12/2021 21:05	-0.0247	-0.045	0.2813	0.3265	10/12/21 09:05:00 PM
10/12/2021 23:05	-0.0247	-0.0457	0.281	0.3261	10/12/21 11:05:00 PM
10/13/21 01:05:51 AM	-0.0247	-0.0457	0.2806	0.3252	10/13/21 01:05:51 AM
10/13/21 03:05:51 AM	-0.0247	-0.0457	0.2806	0.3249	10/13/21 03:05:51 AM
10/13/21 05:05:51 AM	-0.0259	-0.0471	0.2803	0.3244	10/13/21 05:05:51 AM
10/13/21 07:05:51 AM	-0.0203	-0.0409	0.3716	0.3872	10/13/21 07:05:51 AM
10/13/21 09:05:51 AM	-0.0132	-0.0349	0.3632	0.3816	10/13/21 09:05:51 AM
10/13/21 11:05:51 AM	-0.0103	-0.0316	0.3547	0.3734	10/13/21 11:05:51 AM
10/13/21 01:05:51 PM	-0.0103	-0.0303	0.3466	0.3694	10/13/21 01:05:51 PM
10/13/21 03:05:51 PM	-0.0132	-0.0342	0.3403	0.3649	10/13/21 03:05:51 PM
10/13/21 05:05:51 PM	-0.0167	-0.0382	0.3367	0.36	10/13/21 05:05:51 PM
10/13/21 07:05:51 PM	-0.021	-0.043	0.3352	0.3516	10/13/21 07:05:51 PM
10/13/21 09:05:51 PM	-0.0222	-0.0436	0.3348	0.3506	10/13/21 09:05:51 PM
10/13/21 11:05:51 PM	-0.0222	-0.045	0.3343	0.3506	10/13/21 11:05:51 PM
10/14/21 01:05:51 AM	-0.0228	-0.045	0.3339	0.3447	10/14/21 01:05:51 AM
10/14/21 03:05:51 AM	-0.0228	-0.0457	0.3335	0.3447	10/14/21 03:05:51 AM
10/14/21 05:05:51 AM	-0.0228	-0.045	0.333	0.3441	10/14/21 05:05:51 AM
10/14/21 07:05:51 AM	-0.024	-0.0471	0.3326	0.3437	10/14/21 07:05:51 AM
10/14/21 09:05:51 AM	-0.0222	-0.0436	0.3321	0.3432	10/14/21 09:05:51 AM
10/14/21 11:05:51 AM	-0.012	-0.0349	0.3277	0.3389	10/14/21 11:05:51 AM
10/14/21 01:05:51 PM	-0.0063	-0.0278	0.3211	0.3357	10/14/21 01:05:51 PM
10/14/21 03:05:51 PM	-0.0052	-0.0316	0.3133	0.3326	10/14/21 03:05:51 PM
10/14/21 05:05:51 PM	-0.015	-0.0382	0.3092	0.3308	10/14/21 05:05:51 PM
10/14/21 07:05:51 PM	-0.0185	-0.0416	0.3084	0.3299	10/14/21 07:05:51 PM
10/14/21 09:05:51 PM	-0.0185	-0.043	0.308	0.3299	10/14/21 09:05:51 PM
10/14/21 11:05:51 PM	-0.0185	-0.043	0.3077	0.3295	10/14/21 11:05:51 PM
10/15/21 01:05:51 AM	-0.0185	-0.043	0.3077	0.329	10/15/21 01:05:51 AM
10/15/21 03:05:51 AM	-0.0185	-0.043	0.3072	0.329	10/15/21 03:05:51 AM
10/15/21 05:05:51 AM	-0.0191	-0.043	0.3069	0.3286	10/15/21 05:05:51 AM
10/15/21 07:05:51 AM	-0.0167	-0.0409	0.378	0.3816	10/15/21 07:05:51 AM
10/15/21 09:05:51 AM	-0.0063	-0.0278	0.3694	0.3711	10/15/21 09:05:51 AM
10/15/21 11:05:51 AM	-0.0025	-0.021	0.359	0.3655	10/15/21 11:05:51 AM
10/15/21 01:05:51 PM	0.0013	-0.0191	0.3486	0.3628	10/15/21 01:05:51 PM
10/15/21 03:05:51 PM	-0.0052	-0.0323	0.3399	0.349	10/15/21 03:05:51 PM
10/15/21 05:05:51 PM	-0.0138	-0.0389	0.3343	0.3408	10/15/21 05:05:51 PM
10/15/21 07:05:51 PM	-0.021	-0.0471	0.3326	0.3389	10/15/21 07:05:51 PM
10/15/21 09:05:51 PM	-0.0247	-0.0499	0.3317	0.338	10/15/21 09:05:51 PM
10/15/21 11:05:51 PM	-0.0278	-0.0528	0.3312	0.3376	10/15/21 11:05:51 PM
10/16/21 01:05:51 AM	-0.0297	-0.055	0.3304	0.3371	10/16/21 01:05:51 AM
10/16/21 03:05:51 AM	-0.0316	-0.0572	0.3299	0.3367	10/16/21 03:05:51 AM
10/16/21 05:05:51 AM	-0.0323	-0.0579	0.3295	0.3357	10/16/21 05:05:51 AM
10/16/21 07:05:51 AM	-0.0265	-0.0528	0.329	0.3357	10/16/21 07:05:51 AM
10/16/21 09:05:51 AM	-0.0097	-0.0297	0.3228	0.3348	10/16/21 09:05:51 AM
10/16/21 11:05:51 AM	-0.0063	-0.0203	0.314	0.3317	10/16/21 11:05:51 AM
10/16/21 01:05:51 PM	-0.0036	-0.0191	0.3054	0.3299	10/16/21 01:05:51 PM
10/16/21 03:05:51 PM	-0.0097	-0.0342	0.2979	0.3277	10/16/21 03:05:51 PM
10/16/21 05:05:51 PM	-0.0191	-0.0416	0.2928	0.3261	10/16/21 05:05:51 PM
10/16/21 07:05:51 PM	-0.0247	-0.0471	0.2914	0.3249	10/16/21 07:05:51 PM
10/16/21 09:05:51 PM	-0.0265	-0.0499	0.2914	0.3244	10/16/21 09:05:51 PM
10/16/21 11:05:51 PM	-0.0303	-0.0528	0.2911	0.324	10/16/21 11:05:51 PM
10/17/21 01:05:51 AM	-0.0323	-0.055	0.2908	0.324	10/17/21 01:05:51 AM
10/17/21 03:05:51 AM	-0.0342	-0.0557	0.2904	0.3231	10/17/21 03:05:51 AM
10/17/21 05:05:51 AM	-0.0349	-0.0579	0.2904	0.3231	10/17/21 05:05:51 AM
10/17/21 07:05:51 AM	-0.0303	-0.0528	0.2895	0.3228	10/17/21 07:05:51 AM
10/17/21 09:05:51 AM	-0.0115	-0.0303	0.2793	0.3195	10/17/21 09:05:51 AM
10/17/21 11:05:51 AM	-0.0097	-0.0222	0.2722	0.3156	10/17/21 11:05:51 AM
10/17/21 01:05:51 PM	-0.0047	-0.0247	0.2615	0.3121	10/17/21 01:05:51 PM
10/17/21 03:05:51 PM	-0.012	-0.0389	0.2538	0.3087	10/17/21 03:05:51 PM
10/17/21 05:05:51 PM	-0.0228	-0.0478	0.2483	0.3069	10/17/21 05:05:51 PM
10/17/21 07:05:51 PM	-0.0265	-0.0528	0.2468	0.3062	10/17/21 07:05:51 PM
10/17/21 09:05:51 PM	-0.0284	-0.055	0.2468	0.3054	10/17/21 09:05:51 PM
10/17/21 11:05:51 PM	-0.0297	-0.055	0.246	0.3051	10/17/21 11:05:51 PM
10/18/21 01:05:51 AM	-0.0303	-0.0557	0.2456	0.3048	10/18/21 01:05:51 AM
10/18/21 03:05:51 AM	-0.0316	-0.0572	0.2452	0.3043	10/18/21 03:05:51 AM
10/18/21 05:05:51 AM	-0.0316	-0.0572	0.2449	0.304	10/18/21 05:05:51 AM
10/18/21 07:05:51 AM	-0.0247	-0.0499	0.374	0.3666	10/18/21 07:05:51 AM
10/18/21 09:05:51 AM	-0.0173	-0.0402	0.3632	0.3616	10/18/21 09:05:51 AM
10/18/21 11:05:51 AM	-0.015	-0.0382	0.3557	0.3547	10/18/21 11:05:51 AM
10/18/21 01:05:51 PM	-0.0185	-0.043	0.35	0.35	10/18/21 01:05:51 PM
10/18/21 03:05:51 PM	-0.024	-0.0485	0.3437	0.3466	10/18/21 03:05:51 PM
10/18/21 05:05:51 PM	-0.0265	-0.0528	0.3422	0.3447	10/18/21 05:05:51 PM
10/18/21 07:05:51 PM	-0.0316	-0.0572	0.3418	0.3441	10/18/21 07:05:51 PM
10/18/21 09:05:51 PM	-0.0316	-0.0579	0.3412	0.3408	10/18/21 09:05:51 PM
10/18/21 11:05:51 PM	-0.0329	-0.0587	0.3403	0.3399	10/18/21 11:05:51 PM
10/19/21 01:05:51 AM	-0.0342	-0.0601	0.3403	0.3393	10/19/21 01:05:51 AM
10/19/21 03:05:51 AM	-0.0349	-0.0609	0.3399	0.3389	10/19/21 03:05:51 AM
10/19/21 05:05:51 AM	-0.0349	-0.0601	0.3399	0.3389	10/19/21 05:05:51 AM
10/19/21 07:05:51 AM	-0.0278	-0.0528	0.3399	0.3389	10/19/21 07:05:51 AM
10/19/21 09:05:51 AM	-0.0138	-0.0389	0.3371	0.3371	10/19/21 09:05:51 AM
10/19/21 11:05:51 AM	-0.0063	-0.0349	0.3282	0.3339	10/19/21 11:05:51 AM
10/19/21 01:05:51 PM	-0.0069	-0.0349	0.3183	0.3317	10/19/21 01:05:51 PM
10/19/21 03:05:51 PM	-0.0167	-0.0389	0.3102	0.3282	10/19/21 03:05:51 PM
10/19/21 05:05:51 PM	-0.0278	-0.0506	0.3069	0.3265	10/19/21 05:05:51 PM
10/19/21 07:05:51 PM	-0.0303	-0.055	0.3058	0.3261	10/19/21 07:05:51 PM
10/19/21 09:05:51 PM	-0.0316	-0.0557	0.3054	0.3252	10/19/21 09:05:51 PM
10/19/21 11:05:51 PM	-0.0323	-0.0572	0.3051	0.3249	10/19/21 11:05:51 PM
10/20/21 01:05:51 AM	-0.0329	-0.0579	0.3048	0.3244	10/20/21 01:05:51 AM
10/20/21 03:05:51 AM	-0.0349	-0.0587	0.3043	0.324	10/20/21 03:05:51 AM
10/20/21 05:05:51 AM	-0.0362	-0.0601	0.3043	0.324	10/20/21 05:05:51 AM
10/20/21 07:05:51 AM	-0.0316	-0.0557	0.3798	0.3716	10/20/21 07:05:51 AM
10/20/21 09:05:51 AM	-0.0191	-0.043	0.3716	0.3649	10/20/21 09:05:51 AM
10/20/21 11:05:51 AM	-0.0115	-0.0382	0.359	0.3573	10/20/21 11:05:51 AM
10/20/21 01:05:51 PM	-0.0138	-0.0297	0.35	0.3506	10/20/21 01:05:51 PM
10/20/21 03:05:51 PM	-0.021	-0.0402	0.3441	0.3393	10/20/21 03:05:51 PM
10/20/21 05:05:51 PM	-0.0265	-0.045	0.3403	0.3371	10/20/21 05:05:51 PM
10/20/21 07:05:51 PM	-0.0316	-0.0506	0.3389	0.3357	10/20/21 07:05:51 PM
10/20/21 09:05:51 PM	-0.0323	-0.0528	0.338	0.3348	10/20/21 09:05:51 PM
10/20/21 11:05:51 PM	-0.0329	-0.0535	0.3376	0.3348	10/20/21 11:05:51 PM
10/21/21 01:05:51 AM	-0.0349	-0.055	0.3376	0.3339	10/21/21 01:05:51 AM
10/21/21 03:05:51 AM	-0.0362	-0.0572	0.3367	0.3339	10/21/21 03:05:51 AM
10/21/21 05:05:51 AM	-0.0349	-0.0557	0.3367	0.3335	10/21/21 05:05:51 AM
10/21/21 07:05:51 AM	-0.0284	-0.0485	0.3367	0.3335	10/21/21 07:05:51 AM
10/21/21 09:05:51 AM	-0.021	-0.0409	0.3321	0.3321	10/21/21 09:05:51 AM
